#####################################################################
# Alchemist log file - simulation started at: 2024-03-07T09:08+0000 #
#####################################################################
#
# random = 4.0, scenarioType = 0, nodeSide = 10, variableRate = 5
#
# The columns have the following meaning: 
# time saved[sum] saved[variance] 
0.0 0.0 NaN
0.0 0.0 NaN
1.0002233766974158 0.0 NaN
2.0002233766974165 0.0 NaN
3.0002233766974173 0.0 NaN
4.000223376697418 0.0 NaN
5.000223376697415 0.0 NaN
6.000223376697411 0.0 NaN
7.000223376697408 0.0 NaN
8.000223376697404 0.0 NaN
9.0002233766974 0.0 NaN
10.000223376697397 0.0 NaN
11.000223376697393 0.0 NaN
12.00022337669739 0.0 NaN
13.000223376697386 0.0 NaN
14.000223376697383 0.0 NaN
15.00022337669738 0.0 NaN
16.000223376697377 0.0 NaN
17.00022337669739 0.0 NaN
18.000223376697406 0.0 NaN
19.00022337669742 0.0 NaN
20.000223376697434 0.0 NaN
21.00022337669745 0.0 NaN
22.000223376697463 0.0 NaN
23.000223376697477 0.0 NaN
24.00022337669749 0.0 NaN
25.000223376697505 0.0 NaN
26.00022337669752 0.0 NaN
27.000223376697534 0.0 NaN
28.000223376697548 0.0 NaN
29.000223376697562 0.0 NaN
30.000223376697576 0.0 NaN
31.00022337669759 0.0 NaN
32.000223376697605 0.0 NaN
33.00022337669762 0.0 NaN
34.00022337669763 0.0 NaN
35.00022337669765 0.0 NaN
36.00022337669766 0.0 NaN
37.000223376697676 0.0 NaN
38.00022337669769 0.0 NaN
39.000223376697704 0.0 NaN
40.00022337669772 0.0 NaN
41.00022337669773 0.0 NaN
42.00022337669775 0.0 NaN
43.00022337669776 0.0 NaN
44.000223376697775 0.0 NaN
45.00022337669779 0.0 NaN
46.000223376697804 0.0 NaN
47.00022337669782 0.0 NaN
48.00022337669783 0.0 NaN
49.000223376697846 0.0 NaN
50.00022337669786 0.0 NaN
51.000223376697875 0.0 NaN
52.00022337669789 0.0 NaN
53.0002233766979 0.0 NaN
54.00022337669792 0.0 NaN
55.00022337669793 0.0 NaN
56.000223376697946 0.0 NaN
57.00022337669796 0.0 NaN
58.000223376697974 0.0 NaN
59.00022337669799 0.0 NaN
60.000223376698 0.0 NaN
61.00022337669802 0.0 NaN
62.00022337669803 0.0 NaN
63.000223376698045 0.0 NaN
64.00022337669806 0.0 NaN
65.000223376698 0.0 NaN
66.00022337669795 0.0 NaN
