#####################################################################
# Alchemist log file - simulation started at: 2024-03-07T09:07+0000 #
#####################################################################
#
# random = 1.0, scenarioType = 1, nodeSide = 10, variableRate = 10
#
# The columns have the following meaning: 
# time saved[sum] saved[variance] 
0.0 0.0 NaN
0.0 0.0 NaN
1.0004885589795767 0.0 NaN
2.0004885589795776 0.0 NaN
3.0004885589795784 0.0 NaN
4.000488558979579 0.0 NaN
5.000488558979575 0.0 NaN
6.000488558979572 0.0 NaN
7.000488558979568 0.0 NaN
8.000488558979566 0.0 NaN
9.000488558979562 0.0 NaN
10.000488558979558 0.0 NaN
11.000488558979555 0.0 NaN
12.000488558979551 0.0 NaN
13.000488558979548 0.0 NaN
14.000488558979544 0.0 NaN
15.00048855897954 0.0 NaN
16.000488558979537 0.0 NaN
17.00048855897955 0.0 NaN
18.000488558979566 0.0 NaN
19.00048855897958 0.0 NaN
20.000488558979594 0.0 NaN
21.000488558979608 0.0 NaN
22.000488558979622 0.0 NaN
23.000488558979637 0.0 NaN
24.00048855897965 0.0 NaN
25.000488558979665 0.0 NaN
26.00048855897968 0.0 NaN
27.000488558979693 0.0 NaN
28.000488558979708 0.0 NaN
29.000488558979722 0.0 NaN
30.000488558979736 0.0 NaN
31.00048855897975 0.0 NaN
32.00048855897976 0.0 NaN
33.000488558979775 0.0 NaN
34.00048855897979 0.0 NaN
35.000488558979804 0.0 NaN
36.00048855897982 0.0 NaN
37.00048855897983 0.0 NaN
38.000488558979846 0.0 NaN
39.00048855897986 0.0 NaN
40.000488558979875 0.0 NaN
41.00048855897989 0.0 NaN
42.0004885589799 0.0 NaN
43.00048855897992 0.0 NaN
44.00048855897993 0.0 NaN
45.000488558979946 0.0 NaN
46.00048855897996 0.0 NaN
47.000488558979974 0.0 NaN
48.00048855897999 0.0 NaN
49.00048855898 0.0 NaN
50.00048855898002 0.0 NaN
51.00048855898003 0.0 NaN
52.000488558980045 0.0 NaN
53.00048855898006 0.0 NaN
54.000488558980074 0.0 NaN
55.00048855898009 0.0 NaN
56.0004885589801 0.0 NaN
57.000488558980116 0.0 NaN
58.00048855898013 0.0 NaN
59.000488558980145 0.0 NaN
60.00048855898016 0.0 NaN
61.00048855898017 0.0 NaN
62.00048855898019 0.0 NaN
63.0004885589802 0.0 NaN
64.00048855898021 0.0 NaN
65.00048855898015 0.0 NaN
66.0004885589801 0.0 NaN
