#####################################################################
# Alchemist log file - simulation started at: 2024-03-07T09:07+0000 #
#####################################################################
#
# random = 0.0, scenarioType = 0, nodeSide = 10, variableRate = 3
#
# The columns have the following meaning: 
# time saved[sum] saved[variance] 
0.0 0.0 NaN
0.0 0.0 NaN
1.0001133733261245 0.0 NaN
2.0001133733261254 0.0 NaN
3.0001133733261263 0.0 NaN
4.000113373326127 0.0 NaN
5.000113373326124 0.0 NaN
6.00011337332612 0.0 NaN
7.0001133733261165 0.0 NaN
8.000113373326114 0.0 NaN
9.00011337332611 0.0 NaN
10.000113373326107 0.0 NaN
11.000113373326103 0.0 NaN
12.0001133733261 0.0 NaN
13.000113373326096 0.0 NaN
14.000113373326093 0.0 NaN
15.000113373326089 0.0 NaN
16.000113373326087 0.0 NaN
17.0001133733261 0.0 NaN
18.000113373326116 0.0 NaN
19.00011337332613 0.0 NaN
20.000113373326144 0.0 NaN
21.00011337332616 0.0 NaN
22.000113373326172 0.0 NaN
23.000113373326187 0.0 NaN
24.0001133733262 0.0 NaN
25.000113373326215 0.0 NaN
26.00011337332623 0.0 NaN
27.000113373326244 0.0 NaN
28.000113373326258 0.0 NaN
29.000113373326272 0.0 NaN
30.000113373326286 0.0 NaN
31.0001133733263 0.0 NaN
32.000113373326315 0.0 NaN
33.00011337332633 0.0 NaN
34.00011337332634 0.0 NaN
35.00011337332636 0.0 NaN
36.00011337332637 0.0 NaN
37.000113373326386 0.0 NaN
38.0001133733264 0.0 NaN
39.000113373326414 0.0 NaN
40.00011337332643 0.0 NaN
41.00011337332644 0.0 NaN
42.00011337332646 0.0 NaN
43.00011337332647 0.0 NaN
44.000113373326485 0.0 NaN
45.0001133733265 0.0 NaN
46.00011337332651 0.0 NaN
47.00011337332653 0.0 NaN
48.00011337332654 0.0 NaN
49.000113373326556 0.0 NaN
50.00011337332657 0.0 NaN
51.000113373326585 0.0 NaN
52.0001133733266 0.0 NaN
53.00011337332661 0.0 NaN
54.00011337332663 0.0 NaN
55.00011337332664 0.0 NaN
56.000113373326656 0.0 NaN
57.00011337332667 0.0 NaN
58.000113373326684 0.0 NaN
59.0001133733267 0.0 NaN
60.00011337332671 0.0 NaN
61.00011337332673 0.0 NaN
62.00011337332674 0.0 NaN
63.000113373326755 0.0 NaN
64.00011337332677 0.0 NaN
65.00011337332671 0.0 NaN
