#####################################################################
# Alchemist log file - simulation started at: 2024-02-24T08:00+0000 #
#####################################################################
#
# random = 142.0, scenarioType = 1, nodeSide = 10, variableRate = 3
#
# The columns have the following meaning: 
# time rmsError[product] rmsError[sum] rmsError[mean] rmsError[variance] 
0.0 1.0 0.0 NaN NaN
0.0 1.0 0.0 NaN NaN
1.004401306207458 0.0 0.0 0.0 0.0
2.0044013062074577 0.0 0.0 0.0 0.0
3.004401306207458 0.0 0.0 0.0 0.0
4.004401306207458 0.0 0.0 0.0 0.0
5.004401306207457 0.0 0.0 0.0 0.0
6.004401306207456 0.0 0.0 0.0 0.0
7.0044013062074555 0.0 0.0 0.0 0.0
8.004401306207455 0.0 0.0 0.0 0.0
9.004401306207457 0.0 0.0 0.0 0.0
10.004401306207459 0.0 0.0 0.0 0.0
11.00440130620746 0.0 5.0 0.5 0.2777777777777778
12.004401306207463 0.0 8.0 0.8 0.1777777777777778
13.004401306207464 0.0 6.0 0.6 0.2666666666666668
14.004401306207466 0.0 5.0 0.5 0.2777777777777778
15.004401306207468 0.0 3.0 0.3 0.23333333333333328
16.00440130620747 0.0 2.0 0.20000000000000004 0.17777777777777776
17.004401306207466 0.0 1.0 0.10000000000000002 0.10000000000000002
18.004401306207463 0.0 0.0 0.0 0.0
19.00440130620746 0.0 0.0 0.0 0.0
20.004401306207455 0.0 0.0 0.0 0.0
21.004401306207452 0.0 0.0 0.0 0.0
22.00440130620745 0.0 0.0 0.0 0.0
23.004401306207445 0.0 0.0 0.0 0.0
24.00440130620744 0.0 0.0 0.0 0.0
25.004401306207438 0.0 0.0 0.0 0.0
26.004401306207434 0.0 0.0 0.0 0.0
27.00440130620743 0.0 0.0 0.0 0.0
28.004401306207427 0.0 0.0 0.0 0.0
29.004401306207424 0.0 0.0 0.0 0.0
30.00440130620742 0.0 0.0 0.0 0.0
31.004401306207416 0.0 0.0 0.0 0.0
32.00440130620741 0.0 0.0 0.0 0.0
33.00440130620742 0.0 0.0 0.0 0.0
34.00440130620743 0.0 0.0 0.0 0.0
35.004401306207434 0.0 0.0 0.0 0.0
36.00440130620744 0.0 0.0 0.0 0.0
37.00440130620745 0.0 0.0 0.0 0.0
38.004401306207455 0.0 0.0 0.0 0.0
39.00440130620746 0.0 0.0 0.0 0.0
40.00440130620747 0.0 0.0 0.0 0.0
41.00440130620748 0.0 0.0 0.0 0.0
42.004401306207484 0.0 0.0 0.0 0.0
43.00440130620749 0.0 0.0 0.0 0.0
44.0044013062075 0.0 0.0 0.0 0.0
45.004401306207505 0.0 0.0 0.0 0.0
46.00440130620751 0.0 0.0 0.0 0.0
47.00440130620752 0.0 0.0 0.0 0.0
48.00440130620753 0.0 0.0 0.0 0.0
49.004401306207534 0.0 0.0 0.0 0.0
50.00440130620754 0.0 0.0 0.0 0.0
51.00440130620755 0.0 0.0 0.0 0.0
52.004401306207555 0.0 0.0 0.0 0.0
53.00440130620756 0.0 0.0 0.0 0.0
54.00440130620757 0.0 0.0 0.0 0.0
55.004401306207576 0.0 0.0 0.0 0.0
56.00440130620758 0.0 0.0 0.0 0.0
57.00440130620759 0.0 0.0 0.0 0.0
58.0044013062076 0.0 0.0 0.0 0.0
59.004401306207605 0.0 0.0 0.0 0.0
60.00440130620761 0.0 0.0 0.0 0.0
61.00440130620762 0.0 2.0 0.2 0.17777777777777784
62.004401306207626 0.0 5.0 0.5 0.2777777777777778
63.00440130620763 0.0 5.0 0.5 0.2777777777777778
64.00440130620764 0.0 4.0 0.4 0.26666666666666666
65.00440130620763 0.0 2.0 0.20000000000000004 0.17777777777777776
66.00440130620761 0.0 0.0 0.0 0.0
67.0044013062076 0.0 0.0 0.0 0.0
68.00440130620758 0.0 0.0 0.0 0.0
69.00440130620757 0.0 0.0 0.0 0.0
70.00440130620755 0.0 0.0 0.0 0.0
71.00440130620754 0.0 0.0 0.0 0.0
72.00440130620753 0.0 0.0 0.0 0.0
73.00440130620751 0.0 0.0 0.0 0.0
74.0044013062075 0.0 0.0 0.0 0.0
75.00440130620748 0.0 0.0 0.0 0.0
76.00440130620747 0.0 0.0 0.0 0.0
77.00440130620746 0.0 0.0 0.0 0.0
78.00440130620744 0.0 0.0 0.0 0.0
79.00440130620743 0.0 0.0 0.0 0.0
80.00440130620741 0.0 0.0 0.0 0.0
81.0044013062074 0.0 0.0 0.0 0.0
82.00440130620738 0.0 0.0 0.0 0.0
83.00440130620737 0.0 0.0 0.0 0.0
84.00440130620736 0.0 0.0 0.0 0.0
85.00440130620734 0.0 0.0 0.0 0.0
86.00440130620733 0.0 0.0 0.0 0.0
87.00440130620731 0.0 0.0 0.0 0.0
88.0044013062073 0.0 0.0 0.0 0.0
89.00440130620728 0.0 0.0 0.0 0.0
90.00440130620727 0.0 0.0 0.0 0.0
91.00440130620726 0.0 0.0 0.0 0.0
92.00440130620724 0.0 0.0 0.0 0.0
93.00440130620723 0.0 0.0 0.0 0.0
94.00440130620721 0.0 0.0 0.0 0.0
95.0044013062072 0.0 0.0 0.0 0.0
96.00440130620719 0.0 0.0 0.0 0.0
97.00440130620717 0.0 0.0 0.0 0.0
98.00440130620716 0.0 0.0 0.0 0.0
99.00440130620714 0.0 0.0 0.0 0.0
100.00440130620713 0.0 0.0 0.0 0.0
#####################################################################
# End of data export. Simulation finished at: 2024-02-24T08:00+0000 #
#####################################################################
