#####################################################################
# Alchemist log file - simulation started at: 2024-03-07T09:07+0000 #
#####################################################################
#
# random = 3.0, scenarioType = 1, nodeSide = 10, variableRate = 5
#
# The columns have the following meaning: 
# time saved[sum] saved[variance] 
0.0 0.0 NaN
0.0 0.0 NaN
1.0003271923842734 0.0 NaN
2.0003271923842734 0.0 NaN
3.0003271923842743 0.0 NaN
4.000327192384275 0.0 NaN
5.000327192384276 0.0 NaN
6.000327192384277 0.0 NaN
7.000327192384278 0.0 NaN
8.000327192384278 0.0 NaN
9.000327192384274 0.0 NaN
10.00032719238427 0.0 NaN
11.000327192384267 0.0 NaN
12.000327192384264 0.0 NaN
13.00032719238426 0.0 NaN
14.000327192384256 0.0 NaN
15.000327192384253 0.0 NaN
16.00032719238425 0.0 NaN
17.000327192384248 0.0 NaN
18.000327192384244 0.0 NaN
19.00032719238424 0.0 NaN
20.000327192384237 0.0 NaN
21.000327192384233 0.0 NaN
22.00032719238423 0.0 NaN
23.000327192384226 0.0 NaN
24.000327192384223 0.0 NaN
25.00032719238422 0.0 NaN
26.000327192384216 0.0 NaN
27.000327192384212 0.0 NaN
28.00032719238421 0.0 NaN
29.000327192384205 0.0 NaN
30.0003271923842 0.0 NaN
31.000327192384198 0.0 NaN
32.0003271923842 0.0 NaN
33.00032719238421 0.0 NaN
34.000327192384226 0.0 NaN
35.00032719238424 0.0 NaN
36.000327192384255 0.0 NaN
37.00032719238427 0.0 NaN
38.00032719238428 0.0 NaN
39.0003271923843 0.0 NaN
40.00032719238431 0.0 NaN
41.000327192384326 0.0 NaN
42.00032719238434 0.0 NaN
43.000327192384354 0.0 NaN
44.00032719238437 0.0 NaN
45.00032719238438 0.0 NaN
46.0003271923844 0.0 NaN
47.00032719238441 0.0 NaN
48.000327192384425 0.0 NaN
49.00032719238444 0.0 NaN
50.000327192384454 0.0 NaN
51.00032719238447 0.0 NaN
52.00032719238448 0.0 NaN
53.000327192384496 0.0 NaN
54.00032719238451 0.0 NaN
55.000327192384525 0.0 NaN
56.00032719238454 0.0 NaN
57.00032719238455 0.0 NaN
58.00032719238457 0.0 NaN
59.00032719238458 0.0 NaN
60.000327192384596 0.0 NaN
61.00032719238461 0.0 NaN
62.000327192384624 0.0 NaN
63.00032719238464 0.0 NaN
64.00032719238465 0.0 NaN
65.00032719238466 0.0 NaN
